find_in_visits.site	find_in_visits.country	find_in_visits.source	find_in_visits.site2	find_in_visits.traffic_source	find_in_visits.landingpage	find_in_visits.sendingpage	find_in_visits.user	find_in_visits.pages	find_in_visits.timestamps	find_in_visits.year	find_in_visits.month	find_in_visits.day
ceidg.gov.pl*	616	243	kitco.com	5	prod.ceidg.gov.pl/ceidg.cms.engine	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["prod.ceidg.gov.pl/ceidg.cms.engine","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx"]	[1492076015000,1492076035000,1492076153000,1492076174000,1492076215000,1492076260000,1492076301000,1492076342000,1492076447000,1492076464000,1492076510000,1492077191000]	17	4	13
money.pl	616	243	wp.pl	6	money.pl/gospodarka/wiadomosci/artykul/zamowienia-publiczne-male-firmy,217,0,2298585.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["money.pl/gospodarka/wiadomosci/artykul/zamowienia-publiczne-male-firmy,217,0,2298585.html"]	[1492100177000]	17	4	13
autokult.pl	616	243	wp.pl	6	autokult.pl/29563,filmy-z-rejestratorow-i-zdjecia-samochodow-czym-moze-grozic-ich-publikacja	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["autokult.pl/29563,filmy-z-rejestratorow-i-zdjecia-samochodow-czym-moze-grozic-ich-publikacja"]	[1492100030000]	17	4	13
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/kolarstwo-torowe/680156/adrian-teklinski-mistrzem-swiata	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/kolarstwo-torowe/680156/adrian-teklinski-mistrzem-swiata"]	[1492099980000]	17	4	13
wp.pl	616	243	moc.oocl.com	5	wp.pl	moc.oocl.com/party/sailingschedule/ss_expresslink_embed.jsf?=undefined&ANONYMOUS_TOKEN=WveGefxkldDVjmSwVhwSMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl"]	[1492099898000,1492100024000,1492100143000]	17	4	13
vesselfinder.com	616	243	google.pl	1160	vesselfinder.com/pl/vessels/OOCL-MONTREAL-IMO-9253739-MMSI-477321000	google.pl/search?client=opera&q=oocl+montreal+vessel+v.287.e&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["vesselfinder.com/pl/vessels/OOCL-MONTREAL-IMO-9253739-MMSI-477321000","vesselfinder.com/pl","vesselfinder.com/pl/vessels/OOCL-MONTREAL-IMO-9253739-MMSI-477321000","vesselfinder.com/pl/?imo=9253739","vesselfinder.com/vessels/TORONTO-EXPRESS-IMO-9253727-MMSI-310749000"]	[1492094163000,1492094399000,1492094412000,1492094424000,1492095109000]	17	4	13
moc.oocl.com	616	243	oocl.com	6	moc.oocl.com/party/sailingschedule/ss_expresslink_embed.jsf?=undefined&ANONYMOUS_TOKEN=WveGefxkldDVjmSwVhwSMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US	oocl.com/eng/ourservices/serviceroutes/tpt/Pages/default.aspx	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moc.oocl.com/party/sailingschedule/ss_expresslink_embed.jsf?=undefined&ANONYMOUS_TOKEN=WveGefxkldDVjmSwVhwSMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US"]	[1492093779000]	17	4	13
ebook.oocl.com	616	243	oocl.com	6	ebook.oocl.com/transpacific_tpt/mobile/index.html#p=1	oocl.com/eng/ourservices/serviceroutes/tpt/Pages/default.aspx	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ebook.oocl.com/transpacific_tpt/mobile/index.html#p=1","ebook.oocl.com/transpacific_tpt/mobile/index.html#p=1"]	[1492093310000,1492093311000]	17	4	13
oocl.com	616	243	google.pl	1160	oocl.com/eng/ourservices/vessels/Pages/default.aspx	google.pl/search?client=opera&q=oocl+montreal+sailing+schedule&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["oocl.com/eng/ourservices/vessels/Pages/default.aspx","oocl.com/eng/ourservices/vessels/iceclass4402/Pages/ooclmontreal.aspx","oocl.com/eng/localsites/Pages/default.aspx","oocl.com/eng/ourservices/vessels/iceclass4402/Pages/ooclmontreal.aspx","oocl.com/eng/ourservices/serviceroutes/tpt/Pages/default.aspx"]	[1492093137000,1492093171000,1492093264000,1492093272000,1492093291000]	17	4	13
superauto24.se.pl	616	243	google.pl	1160	superauto24.se.pl/nowosci/nowe-silniki-przekladnie-i-zespoly-hybrydowe-od-toyoty_923178.html	google.pl/search?client=opera&q=kiedy+nowe+silniki+toyoty&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["superauto24.se.pl/nowosci/nowe-silniki-przekladnie-i-zespoly-hybrydowe-od-toyoty_923178.html","superauto24.se.pl/nowosci/nowy-lexus-nx-zadebiutuje-juz-za-kilka-dni_974409.html","superauto24.se.pl/nowosci/lexus-chce-konkurowac-z-bmw-x1-i-mercedesem-gla_965459.html","superauto24.se.pl/galerie/185367/559202/lexus-ux-concept","superauto24.se.pl/galerie/185367/559203/lexus-ux-concept","superauto24.se.pl/galerie/185367/559204/lexus-ux-concept","superauto24.se.pl/galerie/185367/559205/lexus-ux-concept","superauto24.se.pl/galerie/185367/559206/lexus-ux-concept","superauto24.se.pl/galerie/185367/559207/lexus-ux-concept","superauto24.se.pl/galerie/185367/559208/lexus-ux-concept","superauto24.se.pl/galerie/185367/559209/lexus-ux-concept/break","superauto24.se.pl/galerie/185367/559209/lexus-ux-concept","superauto24.se.pl/galerie/185367/559210/lexus-ux-concept","superauto24.se.pl/galerie/185367/559211/lexus-ux-concept","superauto24.se.pl/galerie/185367/559212/lexus-ux-concept","superauto24.se.pl/galerie/185367/559213/lexus-ux-concept","superauto24.se.pl/galerie/185367/559214/lexus-ux-concept","superauto24.se.pl/galerie/185367/559215/lexus-ux-concept","superauto24.se.pl/galerie/185367/559216/lexus-ux-concept","superauto24.se.pl/galerie/185367/559216/lexus-ux-concept/?last=1","superauto24.se.pl/galerie/185370/nowe-suzuki-ignis","superauto24.se.pl/galerie/185370/559240/nowy-suzuki-ignis","superauto24.se.pl/galerie/185370/559241/nowy-suzuki-ignis","superauto24.se.pl/nowosci/nowe-suzuki-ignis-crossover-klasy-mini_897696.html"]	[1492092497000,1492092608000,1492092657000,1492092704000,1492092707000,1492092713000,1492092716000,1492092718000,1492092722000,1492092724000,1492092726000,1492092729000,1492092732000,1492092734000,1492092736000,1492092738000,1492092741000,1492092743000,1492092747000,1492092749000,1492092752000,1492092753000,1492092755000,1492092761000]	17	4	13
tech.wp.pl	616	243	wp.pl	6	tech.wp.pl/autonomiczny-f-16-sam-odnalazl-cel-i-przeprowadzil-atak-6111543087954049a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["tech.wp.pl/autonomiczny-f-16-sam-odnalazl-cel-i-przeprowadzil-atak-6111543087954049a","tech.wp.pl/do-dzis-nie-wiadomo-czym-byl-obiekt-ktory-o-wlos-minal-miedzynarodowa-stacje-kosmiczna-6110123910112897a","tech.wp.pl/autonomiczny-f-16-sam-odnalazl-cel-i-przeprowadzil-atak-6111543087954049a","tech.wp.pl/sikorsky-i-boeing-prezentuja-szturmowy-smiglowiec-przyszlosci-6111222629803649a"]	[1492091492000,1492091575000,1492091600000,1492091640000]	17	4	13
wiadomosci.wp.pl	616	243	wp.pl	6	wiadomosci.wp.pl/papiez-franciszek-przyjal-rezygnacje-polskiego-biskupa-6111591800616577a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/papiez-franciszek-przyjal-rezygnacje-polskiego-biskupa-6111591800616577a"]	[1492091410000]	17	4	13
cmegroup.com	616	243	google.pl	1160	cmegroup.com/trading/agricultural/grain-and-oilseed/soybean.html	google.pl/search?client=opera&q=cbot+soybean&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["cmegroup.com/trading/agricultural/grain-and-oilseed/soybean.html"]	[1492091355000]	17	4	13
google.pl	616	243	cinkciarz.pl	5	google.pl/search?client=opera&q=cbot+soybean&sourceid=opera&ie=UTF-8&oe=UTF-8	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=cbot+soybean&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=kiedy+nowe+silniki+toyoty&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=oocl+montreal+sailing+schedule&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=oocl+montreal+vessel+v.287.e&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=oocl+toronto+express+position&sourceid=opera&ie=UTF-8&oe=UTF-8"]	[1492091350000,1492092439000,1492093120000,1492094153000,1492095101000]	17	4	13
geekweek.pl	616	243	google.pl	1160	geekweek.pl/aktualnosci/18923/nowy-silnik-mazdy-czystszy-od-elektrycznych	google.pl/search?client=opera&q=mazda%27s+skyactiv-g+generation+2&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["geekweek.pl/aktualnosci/18923/nowy-silnik-mazdy-czystszy-od-elektrycznych","geekweek.pl/tag/silnik","geekweek.pl/aktualnosci/23697/niemozliwy-silnik-nadal-dziala","geekweek.pl/tag/silnik","geekweek.pl/aktualnosci/18923/nowy-silnik-mazdy-czystszy-od-elektrycznych"]	[1492088253000,1492088346000,1492088567000,1492088848000,1492088849000]	17	4	13
autoblog.com	616	243	google.pl	1160	autoblog.com/2017/01/16/mazda-skyactiv-engines-hcci-2018	google.pl/search?client=opera&q=mazda%27s+skyactiv-g+generation+2&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["autoblog.com/2017/01/16/mazda-skyactiv-engines-hcci-2018"]	[1492088133000]	17	4	13
moto.wp.pl	616	243	google.pl	1160	moto.wp.pl/mazda-zrewolucjonizuje-silniki-benzynowe-6083630453298305a	google.pl/search?client=opera&q=kiedy+nowy+silnik+mazdy&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moto.wp.pl/mazda-zrewolucjonizuje-silniki-benzynowe-6083630453298305a"]	[1492087912000]	17	4	13
szukaj.wp.pl	616	243	wp.pl	6	szukaj.wp.pl/szukaj.html?q=nowy+suv+hyundaia&ticaid=118f6e	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["szukaj.wp.pl/szukaj.html?q=nowy+suv+hyundaia&ticaid=118f6e","szukaj.wp.pl/szukaj.html?q=nowy+suv+hyundaia&ticaid=118f6e"]	[1492087843000,1492087857000]	17	4	13
o2.pl	616	243	wp.pl	6	o2.pl/galeria/dantejskie-sceny-na-parkinu-tesli-6111188348246145g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["o2.pl/galeria/dantejskie-sceny-na-parkinu-tesli-6111188348246145g","o2.pl/hot"]	[1492087191000,1492087204000]	17	4	13
film.wp.pl	616	243	wp.pl	6	film.wp.pl/sylvester-stallone-idzie-na-wojne-z-warner-bros-gwiazdor-pozywa-wytwornie-za-film-sprzed-24-lat-6111514520209025a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["film.wp.pl/sylvester-stallone-idzie-na-wojne-z-warner-bros-gwiazdor-pozywa-wytwornie-za-film-sprzed-24-lat-6111514520209025a"]	[1492086959000]	17	4	13
kitco.com	616	243	kozak-diamonds.pl	5	kitco.com	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1492084657000]	17	4	13
kobieta.wp.pl	616	243	wp.pl	6	kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g","kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g/2","kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g/3","kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g/4","kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g/5","kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g/6","kobieta.wp.pl/julia-wieniawa-w-bikini-jak-kendall-jenner-6111518970923137g/7"]	[1492084549000,1492084568000,1492084579000,1492084590000,1492084599000,1492084604000,1492084607000]	17	4	13
msp.money.pl	616	243	wp.pl	6	msp.money.pl/wiadomosci/prawo/artykul/staz-pracy-urlop-wypoczynkowy-jednoosobowa,234,0,2299370.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["msp.money.pl/wiadomosci/prawo/artykul/staz-pracy-urlop-wypoczynkowy-jednoosobowa,234,0,2299370.html"]	[1492084342000]	17	4	13
opinie.wp.pl	616	243	wp.pl	6	opinie.wp.pl/jakub-majmurek-misiewicz-na-miare-naszych-mozliwosci-6111478416361089a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["opinie.wp.pl/jakub-majmurek-misiewicz-na-miare-naszych-mozliwosci-6111478416361089a"]	[1492083836000]	17	4	13
cinkciarz.pl	616	243	backissuenewspapers.zendesk.com	5	cinkciarz.pl	backissuenewspapers.zendesk.com/requests/186640/satisfaction/new/W6IIBGVAgHLv7eBfqSb5IJIiu?locale=1176&intention=4	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["cinkciarz.pl"]	[1492083365000]	17	4	13
backissuenewspapers.zendesk.com	616	243	NULL	5	backissuenewspapers.zendesk.com/requests/186640/satisfaction/new/W6IIBGVAgHLv7eBfqSb5IJIiu?locale=1176&intention=4	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["backissuenewspapers.zendesk.com/requests/186640/satisfaction/new/W6IIBGVAgHLv7eBfqSb5IJIiu?locale=1176&intention=4","backissuenewspapers.zendesk.com/requests/186640/satisfaction/new/W6IIBGVAgHLv7eBfqSb5IJIiu?locale=1176&intention=4"]	[1492083364000,1492083366000]	17	4	13
poland.us	616	243	google.pl	1160	poland.us/strona,5,160,0,miedzynarodowe-numery-kierunkowe-do-krajow-na-calym-swiecie-international-dialing-codes.html	google.pl/search?client=opera&q=numery+kierunkowe+kraj%C3%B3w&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["poland.us/strona,5,160,0,miedzynarodowe-numery-kierunkowe-do-krajow-na-calym-swiecie-international-dialing-codes.html"]	[1492081499000]	17	4	13
ipko.pl	616	243	bilion.com.pl	5	ipko.pl	bilion.com.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ipko.pl","ipko.pl/index.html","ipko.pl/index.html#home","ipko.pl/index.html#transactions/transfers","ipko.pl/logout.html"]	[1492080792000,1492080835000,1492080837000,1492080855000,1492080998000]	17	4	13
ems.ms.gov.pl	616	243	krs-online.com.pl	5	ems.ms.gov.pl/krs/wyszukiwaniepodmiotu?t:lb=t	krs-online.com.pl/?p=25&lookn=5222947671&sprawdz=Sprawd%BC	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ems.ms.gov.pl/krs/wyszukiwaniepodmiotu?t:lb=t","ems.ms.gov.pl/krs/wyszukiwaniepodmiotu?t:lb=t","ems.ms.gov.pl/krs/wyszukiwaniepodmiotu?t:lb=t"]	[1492077643000,1492077669000,1492077684000]	17	4	13
krs-online.com.pl	616	243	google.pl	1160	krs-online.com.pl	google.pl/search?client=opera&q=krs+online+wyszukiwarka&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["krs-online.com.pl","krs-online.com.pl/sprawdzanie_nip.html","krs-online.com.pl/?p=25&lookn=5222947671&sprawdz=Sprawd%BC"]	[1492076620000,1492076628000,1492076662000]	17	4	13
bip.ms.gov.pl	616	243	google.pl	1160	bip.ms.gov.pl/pl/rejestry-i-ewidencje/krajowy-rejestr-sadowy/elektroniczny-dostep-do-krajowego-rejestru-sadowego	google.pl/search?client=opera&q=krs+online+wyszukiwarka&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["bip.ms.gov.pl/pl/rejestry-i-ewidencje/krajowy-rejestr-sadowy/elektroniczny-dostep-do-krajowego-rejestru-sadowego","bip.ms.gov.pl/pl/rejestry-i-ewidencje/krajowy-rejestr-sadowy"]	[1492076598000,1492076692000]	17	4	13
eurocel.pl	616	243	google.pl	1160	eurocel.pl	google.pl/search?client=opera&q=eurocel&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["eurocel.pl","eurocel.pl/dokumenty-do-pobrania","eurocel.pl/wa%C5%BCne-linki","eurocel.pl/kontakt"]	[1492076099000,1492076358000,1492076365000,1492076374000]	17	4	13
prod.ceidg.gov.pl	616	243	kitco.com	5	prod.ceidg.gov.pl/ceidg.cms.engine	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["prod.ceidg.gov.pl/ceidg.cms.engine","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx","prod.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx"]	[1492076015000,1492076035000,1492076153000,1492076174000,1492076215000,1492076260000,1492076301000,1492076342000,1492076447000,1492076464000,1492076510000,1492077191000]	17	4	13
dom.wp.pl	616	243	wp.pl	6	dom.wp.pl/piec-akumulacyjny-wszystko-co-musisz-wiedziec-przed-zakupem-6098126163346561a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["dom.wp.pl/piec-akumulacyjny-wszystko-co-musisz-wiedziec-przed-zakupem-6098126163346561a"]	[1492074987000]	17	4	13
finanse.wp.pl	616	243	wp.pl	6	finanse.wp.pl/kat,1033703,title,Obwodnica-Czestochowy-bedzie-bezplatna-Decyzji-nadal-brak,wid,18749542,wiadomosc.html?ticaid=118f6b	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["finanse.wp.pl/kat,1033703,title,Obwodnica-Czestochowy-bedzie-bezplatna-Decyzji-nadal-brak,wid,18749542,wiadomosc.html?ticaid=118f6b"]	[1492074730000]	17	4	13
money.pl*	616	243	wp.pl	6	msp.money.pl/wiadomosci/prawo/artykul/staz-pracy-urlop-wypoczynkowy-jednoosobowa,234,0,2299370.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["msp.money.pl/wiadomosci/prawo/artykul/staz-pracy-urlop-wypoczynkowy-jednoosobowa,234,0,2299370.html"]	[1492084342000]	17	4	13
money.pl	616	243	wp.pl	6	money.pl/gospodarka/wiadomosci/artykul/raiffeisen-polbank-zwolnienia-pracownikow,207,0,2297807.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["money.pl/gospodarka/wiadomosci/artykul/raiffeisen-polbank-zwolnienia-pracownikow,207,0,2297807.html","money.pl/gospodarka/wiadomosci/artykul/eksport-z-polski-koniunktura-w-niemczech,184,0,2299576.html"]	[1492074911000,1492074949000]	17	4	13
autokult.pl*	616	243	wp.pl	6	autokult.pl/29559,zlodzieje-maja-zniwa-przed-swietami-jak-ustrzec-sie-kradziezy	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["autokult.pl/29559,zlodzieje-maja-zniwa-przed-swietami-jak-ustrzec-sie-kradziezy","autokult.pl/29557,dodge-challenger-srt-demon-najszybszy-produkcyjny-samochod-swiata","autokult.pl/29529,i-coz-ze-ze-szwecji-spojrzenie-na-nowe-volvo-xc60-w-wigilie-jego-polskiej-premiery"]	[1492087357000,1492087668000,1492087785000]	17	4	13
autokult.pl	616	243	wp.pl	6	autokult.pl/29559,zlodzieje-maja-zniwa-przed-swietami-jak-ustrzec-sie-kradziezy	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["autokult.pl/29559,zlodzieje-maja-zniwa-przed-swietami-jak-ustrzec-sie-kradziezy","autokult.pl/29557,dodge-challenger-srt-demon-najszybszy-produkcyjny-samochod-swiata","autokult.pl/29529,i-coz-ze-ze-szwecji-spojrzenie-na-nowe-volvo-xc60-w-wigilie-jego-polskiej-premiery"]	[1492087357000,1492087668000,1492087785000]	17	4	13
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/rzut-mlotem/680112/fenomenalny-wystep-pawla-fajdka-rekord-polski-coraz-blizej	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/rzut-mlotem/680112/fenomenalny-wystep-pawla-fajdka-rekord-polski-coraz-blizej"]	[1492087075000]	17	4	13
wiadomosci.wp.pl#	616	243	wp.pl	6	wiadomosci.wp.pl/papiez-franciszek-przyjal-rezygnacje-polskiego-biskupa-6111591800616577a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/papiez-franciszek-przyjal-rezygnacje-polskiego-biskupa-6111591800616577a"]	[1492091410000]	17	4	13
tech.wp.pl#	616	243	wp.pl	6	tech.wp.pl/autonomiczny-f-16-sam-odnalazl-cel-i-przeprowadzil-atak-6111543087954049a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["tech.wp.pl/autonomiczny-f-16-sam-odnalazl-cel-i-przeprowadzil-atak-6111543087954049a","tech.wp.pl/do-dzis-nie-wiadomo-czym-byl-obiekt-ktory-o-wlos-minal-miedzynarodowa-stacje-kosmiczna-6110123910112897a","tech.wp.pl/autonomiczny-f-16-sam-odnalazl-cel-i-przeprowadzil-atak-6111543087954049a","tech.wp.pl/sikorsky-i-boeing-prezentuja-szturmowy-smiglowiec-przyszlosci-6111222629803649a"]	[1492091492000,1492091575000,1492091600000,1492091640000]	17	4	13
superauto24.se.pl#	616	243	google.pl	1160	superauto24.se.pl/nowosci/nowe-silniki-przekladnie-i-zespoly-hybrydowe-od-toyoty_923178.html	google.pl/search?client=opera&q=kiedy+nowe+silniki+toyoty&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["superauto24.se.pl/nowosci/nowe-silniki-przekladnie-i-zespoly-hybrydowe-od-toyoty_923178.html","superauto24.se.pl/nowosci/nowy-lexus-nx-zadebiutuje-juz-za-kilka-dni_974409.html","superauto24.se.pl/nowosci/lexus-chce-konkurowac-z-bmw-x1-i-mercedesem-gla_965459.html","superauto24.se.pl/galerie/185367/559202/lexus-ux-concept","superauto24.se.pl/galerie/185367/559203/lexus-ux-concept","superauto24.se.pl/galerie/185367/559204/lexus-ux-concept","superauto24.se.pl/galerie/185367/559205/lexus-ux-concept","superauto24.se.pl/galerie/185367/559206/lexus-ux-concept","superauto24.se.pl/galerie/185367/559207/lexus-ux-concept","superauto24.se.pl/galerie/185367/559208/lexus-ux-concept","superauto24.se.pl/galerie/185367/559209/lexus-ux-concept/break","superauto24.se.pl/galerie/185367/559209/lexus-ux-concept","superauto24.se.pl/galerie/185367/559210/lexus-ux-concept","superauto24.se.pl/galerie/185367/559211/lexus-ux-concept","superauto24.se.pl/galerie/185367/559212/lexus-ux-concept","superauto24.se.pl/galerie/185367/559213/lexus-ux-concept","superauto24.se.pl/galerie/185367/559214/lexus-ux-concept","superauto24.se.pl/galerie/185367/559215/lexus-ux-concept","superauto24.se.pl/galerie/185367/559216/lexus-ux-concept","superauto24.se.pl/galerie/185367/559216/lexus-ux-concept/?last=1","superauto24.se.pl/galerie/185370/nowe-suzuki-ignis","superauto24.se.pl/galerie/185370/559240/nowy-suzuki-ignis","superauto24.se.pl/galerie/185370/559241/nowy-suzuki-ignis","superauto24.se.pl/nowosci/nowe-suzuki-ignis-crossover-klasy-mini_897696.html"]	[1492092497000,1492092608000,1492092657000,1492092704000,1492092707000,1492092713000,1492092716000,1492092718000,1492092722000,1492092724000,1492092726000,1492092729000,1492092732000,1492092734000,1492092736000,1492092738000,1492092741000,1492092743000,1492092747000,1492092749000,1492092752000,1492092753000,1492092755000,1492092761000]	17	4	13
ebook.oocl.com#	616	243	oocl.com	6	ebook.oocl.com/transpacific_tpt/mobile/index.html#p=1	oocl.com/eng/ourservices/serviceroutes/tpt/Pages/default.aspx	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ebook.oocl.com/transpacific_tpt/mobile/index.html#p=1","ebook.oocl.com/transpacific_tpt/mobile/index.html#p=1"]	[1492093310000,1492093311000]	17	4	13
moc.oocl.com#	616	243	oocl.com	6	moc.oocl.com/party/sailingschedule/ss_expresslink_embed.jsf?=undefined&ANONYMOUS_TOKEN=WveGefxkldDVjmSwVhwSMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US	oocl.com/eng/ourservices/serviceroutes/tpt/Pages/default.aspx	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moc.oocl.com/party/sailingschedule/ss_expresslink_embed.jsf?=undefined&ANONYMOUS_TOKEN=WveGefxkldDVjmSwVhwSMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US"]	[1492093779000]	17	4	13
